path,class_name,plane,dice,iou,precision,recall,specificity,hd95,hd95_penalized,empty_prediction,predicted_tumor_pixels,target_tumor_pixels
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00016_gl_ax_t1.jpg,glioma,axial,0.6521739130592313,0.48387096777662153,0.550038197131395,0.8008898776639722,0.9908875721336218,15.524174696260024,15.524174696260024,False,1309,899
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00017_gl_ax_t1.jpg,glioma,axial,0.7225647349294001,0.5656370657209195,0.8230337079148782,0.6439560440342954,0.999031975538177,13.153748828856846,13.153748828856846,False,356,455
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00018_gl_ax_t1.jpg,glioma,axial,0.7473233404778553,0.5965811965984368,0.9445196211133613,0.6182462356236385,0.998704130977593,13.45362404707371,13.45362404707371,False,1478,2258
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00019_gl_ax_t1.jpg,glioma,axial,0.8918378476660273,0.8047900262531237,0.9745729042521027,0.8220509383437651,0.9989768512597536,11.694000880462369,11.694000880462369,False,2517,2984
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00020_gl_ax_t1.jpg,glioma,axial,0.9054799558696035,0.8272849462481664,0.9024926686288495,0.9084870848776024,0.9979277356226953,4.123105625617661,4.123105625617661,False,1364,1355
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00021_gl_ax_t1.jpg,glioma,axial,0.8930602957967543,0.8067831449324991,0.8635863586508706,0.9246171967108814,0.9980830769706462,3.605551275463989,3.605551275463989,False,909,849
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00022_gl_ax_t1.jpg,glioma,axial,0.7734761120356889,0.6306245802800117,0.9408817635329778,0.6566433566673675,0.9990796493307973,15.32846032334079,15.32846032334079,False,998,1430
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00023_gl_ax_t1.jpg,glioma,axial,0.8436974790003531,0.7296511628168941,0.9307787391927344,0.7715163934660332,0.9991325898389108,13.96419413859206,13.96419413859206,False,809,976
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00024_gl_ax_t1.jpg,glioma,axial,0.9394347240935588,0.8857868020377039,0.9634230503820964,0.9166119501039651,0.9991720431787307,3.0,3.0,False,1449,1523
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00025_gl_ax_t1.jpg,glioma,axial,0.7783018868185965,0.6370656371357017,0.7142857143475572,0.854922279830331,0.9979739063699187,5.873213921133976,5.873213921133976,False,462,386
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00026_gl_ax_t1.jpg,glioma,axial,0.7002846685766457,0.5387984981515145,0.9784090909115444,0.5452818239679998,0.9997029254030056,13.25068628801002,13.25068628801002,False,880,1579
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00027_gl_ax_t1.jpg,glioma,axial,0.9435559736607818,0.8931433659887292,0.9493610979673753,0.9378214118776148,0.9983122229758532,3.0,3.0,False,2113,2139
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00028_gl_ax_t1.jpg,glioma,axial,0.9439153439173222,0.8937875751573956,0.9766423357681283,0.9133105802106956,0.9995005540728262,3.1622776601683795,3.1622776601683795,False,1370,1465
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00029_gl_ax_t1.jpg,glioma,axial,0.8829385513256801,0.7904118008733613,0.838878016970719,0.9318840579759504,0.99615000935221,5.270706689717806,5.270706689717806,False,1533,1380
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00030_gl_ax_t1.jpg,glioma,axial,0.8748481166616223,0.7775377970242899,0.9863013698667668,0.7860262009200816,0.9999231691201329,4.0,4.0,False,365,458
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00031_gl_ax_t1.jpg,glioma,axial,0.8568927789965669,0.7496171516175492,0.7956115400326855,0.9284020863002181,0.9920696233465368,7.280109889280518,7.280109889280518,False,2461,2109
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00032_gl_ax_t1.jpg,glioma,axial,0.8776223776250519,0.7819314641829467,0.8940338379388232,0.8618025751132274,0.9962345346960791,7.810249675906654,7.810249675906654,False,2246,2330
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00033_gl_ax_t1.jpg,glioma,axial,0.9089664613340885,0.8331242158302228,0.9445234708471517,0.8759894459266505,0.9993979437463346,3.1622776601683795,3.1622776601683795,False,703,758
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00034_gl_ax_t1.jpg,glioma,axial,0.6660127513650803,0.49926470591917166,0.5919790758856164,0.7612107623586086,0.9927603489883163,65.31959198323246,65.31959198323246,False,1147,892
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00035_gl_ax_t1.jpg,glioma,axial,0.8907236522636852,0.8029772329419459,0.8675496688867028,0.9151696606871088,0.9978306009235476,3.0,3.0,False,1057,1002
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00036_gl_ax_t1.jpg,glioma,axial,0.8921859545111587,0.8053571428919006,0.9222903885639488,0.8639846743555586,0.9994155105054305,3.0,3.0,False,489,522
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00037_gl_ax_t1.jpg,glioma,axial,0.7249148970704342,0.5685227561767474,0.9807017543868113,0.5749550012966069,0.9992862588609351,25.031968086708662,25.031968086708662,False,2280,3889
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00038_gl_ax_t1.jpg,glioma,axial,0.9340369393157246,0.8762376237685031,0.9526372443513113,0.9161490683273215,0.9986164392176614,3.0,3.0,False,1858,1932
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00039_gl_ax_t1.jpg,glioma,axial,0.9146782357225351,0.8427714856866908,0.9349593495983031,0.8952583156478939,0.9986276375091642,4.123105625617661,4.123105625617661,False,1353,1413
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00040_gl_ax_t1.jpg,glioma,axial,0.6636404902482151,0.49660326088666434,0.6119715362238606,0.7248388696219713,0.9854059415293291,18.696147905706436,18.696147905706436,False,2389,2017
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00041_gl_ax_t1.jpg,glioma,axial,0.03995718876061516,0.020385875536207288,0.05278039594224501,0.032146957575651725,0.9842461673511862,33.12099032335839,33.12099032335839,False,1061,1742
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00042_gl_ax_t1.jpg,glioma,axial,0.5751719620185008,0.40367816094695735,0.7542955326671567,0.464796188487835,0.9955064653479417,46.32871387484582,46.32871387484582,False,1164,1889
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00043_gl_ax_t1.jpg,glioma,axial,0.693322981370428,0.5306001188447098,0.5552331606309796,0.9228384429926684,0.9657369118516346,24.65760594327324,24.65760594327324,False,4825,2903
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00044_gl_ax_t1.jpg,glioma,axial,0.9093886462931556,0.833833833850467,0.8909090909207584,0.9286510590937959,0.9984220052909258,2.8284271247461903,2.8284271247461903,False,935,897
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00045_gl_ax_t1.jpg,glioma,axial,2.951593860597651e-11,2.951593860597651e-11,1.0,2.951593860597651e-11,1.0,,362.03867196751236,True,0,3388
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00046_gl_ax_t1.jpg,glioma,axial,0.6976202363172305,0.5356503961273792,0.7829660067320521,0.6290516206593922,0.9906597646453754,18.825676238514014,18.825676238514014,False,2677,3332
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00047_gl_ax_t1.jpg,glioma,axial,0.8524590164020809,0.7428571428833819,0.8008800880307062,0.9111389236656897,0.9972040718599916,4.47213595499958,4.47213595499958,False,909,799
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00048_gl_ax_t1.jpg,glioma,axial,0.7503751876062844,0.6004803843394331,0.665483584767925,0.8600917431353106,0.9941698626747585,11.696140686513822,11.696140686513822,False,1127,872
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00049_gl_ax_t1.jpg,glioma,axial,0.9010989011066641,0.8200000000257143,0.88854489165812,0.9140127388671955,0.9988907376594581,3.0,3.0,False,646,628
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00050_gl_ax_t1.jpg,glioma,axial,0.8021978022340298,0.6697247707432034,0.7738515901859181,0.8326996198354754,0.9990195027040292,3.0,3.0,False,283,263
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00051_gl_ax_t1.jpg,glioma,axial,0.7994467496576859,0.6658986175211434,0.736775015942104,0.8737717309193586,0.986865956431886,9.484190388082707,9.484190388082707,False,3138,2646
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00052_gl_ax_t1.jpg,glioma,axial,0.9052890528928588,0.8269662921426083,0.867515322967114,0.9465020576159207,0.9955812051830488,5.0,5.0,False,2121,1944
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00053_gl_ax_t1.jpg,glioma,axial,0.042313117201366275,0.02161383299400377,0.02463054203208037,0.15000000085,0.9909224280212866,26.0,26.0,False,609,100
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00054_gl_ax_t1.jpg,glioma,axial,0.526349206364243,0.35717363208284475,0.8017408123982842,0.3917769376468915,0.9967675812046723,15.102683820047131,15.102683820047131,False,1034,2116
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00055_gl_ax_t1.jpg,glioma,axial,0.3825563909960134,0.23651915212954558,0.47927656371670857,0.3183183183524365,0.9891246183386491,49.49747468305833,49.49747468305833,False,1327,1998
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00056_gl_ax_t1.jpg,glioma,axial,0.850299401215533,0.7395833333875869,0.9391534391695361,0.7768052516899769,0.9996465833832732,4.45468443853048,4.45468443853048,False,378,457
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00057_gl_ax_t1.jpg,glioma,axial,0.5318352060801808,0.36224489812187627,0.4342507646990058,0.6859903383159467,0.9971681795221154,7.464724658401377,7.464724658401377,False,327,207
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00058_gl_ax_t1.jpg,glioma,axial,0.7151370679719741,0.5565862709542513,0.7481296758732844,0.6849315069212485,0.9984484930412633,7.280109889280518,7.280109889280518,False,401,438
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00059_gl_ax_t1.jpg,glioma,axial,0.9147487844436062,0.8428912783845346,0.9056482670150419,0.9240340537050403,0.9977034479526352,3.605551275463989,3.605551275463989,False,1558,1527
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00060_gl_ax_t1.jpg,glioma,axial,9.017132551035425e-11,9.017132551035425e-11,3.558718859943516e-10,1.2077294684531727e-10,0.995657414848248,68.06614430096654,68.06614430096654,False,281,828
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00061_gl_ax_t1.jpg,glioma,axial,0.705011389538439,0.544415127568653,0.7074285714620081,0.7026106697272859,0.9960405227747335,20.655290861548217,20.655290861548217,False,875,881
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00062_gl_ax_t1.jpg,glioma,axial,0.8006853226784498,0.6676190476348753,0.9004495825369011,0.7208226221223227,0.9975625481593345,11.045084971874736,11.045084971874736,False,1557,1945
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00063_gl_ax_t1.jpg,glioma,axial,0.8865791393164373,0.796265967907099,0.9378858024715322,0.840594744127227,0.9974299214609581,11.16230589874905,11.16230589874905,False,2592,2892
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00064_gl_ax_t1.jpg,glioma,axial,0.9290581162353083,0.8675149700697968,0.9213036566040299,0.9369442198919204,0.9984603182009075,3.0,3.0,False,1258,1237
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00065_gl_ax_t1.jpg,glioma,axial,0.5211009174751283,0.3523573201796083,0.42261904770496744,0.6794258373972666,0.9940415860438065,33.64882902845832,33.64882902845832,False,672,418
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00066_gl_ax_t1.jpg,glioma,axial,0.907514450869482,0.8306878306959747,0.896677050888023,0.9186170212809246,0.9968738217921376,5.0,5.0,False,1926,1880
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00067_gl_ax_t1.jpg,glioma,axial,0.1929460581750056,0.10677382329428543,0.10677382329428543,1.0,0.9881117919410967,17.0,17.0,False,871,93
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00068_gl_ax_t1.jpg,glioma,axial,0.8874045801634155,0.7975986278220243,0.8318425760587045,0.9509202454088098,0.9985548910787606,2.23606797749979,2.23606797749979,False,559,489
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00069_gl_ax_t1.jpg,glioma,axial,0.6685236768956118,0.5020920502439266,0.531757754835173,0.9000000000125,0.9902063766683296,11.661903789690601,11.661903789690601,False,1354,800
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00070_gl_ax_t1.jpg,glioma,axial,0.5179282868910017,0.3494623656613482,0.40574282154734803,0.7158590308995906,0.9926861497802885,14.0,14.0,False,801,454
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00071_gl_ax_t1.jpg,glioma,axial,0.9293904646994936,0.8680947012550062,0.9390243902513384,0.9199522102843546,0.9992271905284483,2.3249218495867363,2.3249218495867363,False,820,837
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00072_gl_ax_t1.jpg,glioma,axial,0.9199586349542921,0.8517809268507893,0.8821896073010276,0.9611063094217566,0.9902475865239537,6.0,6.0,False,5042,4628
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00073_gl_ax_t1.jpg,glioma,axial,0.9509525040948974,0.9064913722283239,0.9480921278798884,0.953830191942697,0.9949458604588975,4.551315561749631,4.551315561749631,False,5818,5783
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00074_gl_ax_t1.jpg,glioma,axial,0.8937583001398567,0.8079231692907655,0.9033557047109589,0.8843626806985069,0.9988884600540349,4.242640687119285,4.242640687119285,False,745,761
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00075_gl_ax_t1.jpg,glioma,axial,0.9440559440598563,0.8940397351133722,0.9656652360564141,0.923392612869577,0.999629658205386,2.2656859348620997,2.2656859348620997,False,699,731
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00076_gl_ax_t1.jpg,glioma,axial,0.878005342842564,0.7825396825742001,0.9685658153303407,0.8029315961233011,0.9997535504143438,4.437711664817534,4.437711664817534,False,509,614
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00077_gl_ax_t1.jpg,glioma,axial,0.7482435597337094,0.5977549111695271,0.6513761468245284,0.8789546079946418,0.9947229551451269,8.48528137423857,8.48528137423857,False,981,727
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00078_gl_ax_t1.jpg,glioma,axial,0.9278247884555587,0.865366759529678,0.9946638207049452,0.8694029850868094,0.9999224373293623,3.1622776601683795,3.1622776601683795,False,937,1072
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00079_gl_ax_t1.jpg,glioma,axial,0.9094107299951886,0.833870967755333,0.9875835721119787,0.842705786483887,0.9997978510006379,4.123105625617661,4.123105625617661,False,1047,1227
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00080_gl_ax_t1.jpg,glioma,axial,0.8566733613318117,0.7492813797588859,0.9978732454275682,0.7504798464571184,0.9999198846338729,8.67071459563393,8.67071459563393,False,2351,3126
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00081_gl_ax_t1.jpg,glioma,axial,0.9112426035590491,0.8369565217686674,0.914851485165376,0.9076620825328758,0.9993387362172647,2.23606797749979,2.23606797749979,False,505,509
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00082_gl_ax_t1.jpg,glioma,axial,0.6746861924856336,0.5090765588390626,0.5131264916855109,0.9847328244298118,0.9905673463726044,8.0,8.0,False,1257,655
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00083_gl_ax_t1.jpg,glioma,axial,0.7133847232156002,0.5544662309853523,0.8092209857219045,0.637844611574205,0.9981463746176926,7.414375175913866,7.414375175913866,False,629,798
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00084_gl_ax_t1.jpg,glioma,axial,0.6849408943004122,0.5208441896946107,0.9433695139243338,0.5376546530517038,0.9980588178200556,27.046176499001334,27.046176499001334,False,2119,3718
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00085_gl_ax_t1.jpg,glioma,axial,0.22480620162550324,0.1266375546804981,0.1301907969550852,0.8226950355867411,0.9881489410505572,28.370191760493086,28.370191760493086,False,891,141
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00086_gl_co_t1.jpg,glioma,coronal,0.9249720044834843,0.8604166666812066,0.9527104959685455,0.8988030468010008,0.9993654920531758,2.854163056034258,2.854163056034258,False,867,919
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00087_gl_co_t1.jpg,glioma,coronal,0.7860058309162679,0.6474543708311763,0.998518518518738,0.6480769231107617,0.9999844951624908,5.385164807134504,5.385164807134504,False,675,1040
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00088_gl_co_t1.jpg,glioma,coronal,0.7240506329213725,0.5674603174848378,0.912488605295124,0.6001199041007121,0.9984968998559552,21.0,21.0,False,1097,1668
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00089_gl_co_t1.jpg,glioma,coronal,0.9187817258924477,0.8497652582300689,0.9141414141500868,0.9234693877629113,0.9986833137121279,3.0,3.0,False,990,980
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00090_gl_co_t1.jpg,glioma,coronal,0.9028571428633106,0.8229166666871625,0.8932160804154251,0.9127086007814238,0.9986874005898997,5.881314021935881,5.881314021935881,False,796,779
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00091_gl_co_t1.jpg,glioma,coronal,0.9543642002668505,0.9127118644104784,0.9641897940929189,0.9447368421076869,0.9987352978373613,3.0,3.0,False,2234,2280
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00092_gl_co_t1.jpg,glioma,coronal,0.8748481166616223,0.7775377970242899,0.9863013698667668,0.7860262009200816,0.9999231691201329,4.0,4.0,False,365,458
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00093_gl_co_t1.jpg,glioma,coronal,0.8363636363755372,0.7187500000351562,0.8518518518737997,0.8214285714540817,0.9984576469862446,5.0,5.0,False,675,700
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00094_gl_co_t1.jpg,glioma,coronal,0.8250652741742734,0.702222222288395,0.8081841432715642,0.8426666667086222,0.9988490047727953,3.1622776601683795,3.1622776601683795,False,391,375
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00095_gl_co_t1.jpg,glioma,coronal,0.681580199919963,0.5169675090601467,0.5567651633315112,0.8785276073768677,0.9911929667341494,11.805768311141431,11.805768311141431,False,1286,815
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00096_gl_co_t1.jpg,glioma,coronal,5.797101448939298e-11,5.797101448939298e-11,7.230657989354254e-11,2.9239766073321704e-10,0.9787863913857429,52.0,52.0,False,1383,342
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00097_gl_co_t1.jpg,glioma,coronal,0.9183147033542743,0.8489666136754975,0.9193027759862427,0.9173287524174935,0.9938402404770219,5.656854249492381,5.656854249492381,False,4647,4657
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00098_gl_co_t1.jpg,glioma,coronal,0.9092762487350381,0.8336448598441786,0.936974789929207,0.8831683168548181,0.999538681551876,2.8284271247461903,2.8284271247461903,False,476,505
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00099_gl_co_t1.jpg,glioma,coronal,1.3774104681298333e-10,1.3774104681298333e-10,1.5649452266721526e-10,1.1494252860351433e-09,0.9902366728292408,96.72173429125549,96.72173429125549,False,639,87
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00100_gl_co_t1.jpg,glioma,coronal,0.6673209028785749,0.5007363770985661,0.7522123894353513,0.599647266384542,0.9982761009096672,9.457764463858444,9.457764463858444,False,452,567
D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00101_gl_co_t1.jpg,glioma,coronal,0.8734177215323399,0.7752808989184868,0.8697478991870278,0.8771186440938308,0.9990470920939397,3.4060781485809573,3.4060781485809573,False,476,472
