true_effnet,pred_effnet,true_convnext,pred_convnext,true_trustseg,pred_trustseg,correct_effnet,correct_convnext,correct_trustseg
1,1,1,1,1,2,True,True,False
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,3,1,1,True,False,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,2,1,1,1,1,False,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,2,True,True,False
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,2,1,1,True,False,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,0,True,True,False
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,0,1,1,1,1,False,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,2,1,1,True,False,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
1,1,1,1,1,1,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
3,3,3,3,3,3,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
