split,pair_key,image_path,mask_path,image_valid,mask_valid,image_width,image_height,mask_width,mask_height,size_match,mask_empty,tumor_pixels,total_pixels,tumor_area_ratio,mask_min,mask_max,mask_unique_values,image_sha256,mask_sha256,error,plane,plane_sha_audit,plane_exact_mapping,plane_filename,plane_source,plane_verified
train,brisc2025train00011glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00011_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00011_gl_ax_t1.png,True,True,512,512,512,512,True,False,638,262144,0.00243377685546875,0,255,12,04c2311c9584390845a23eb5a9340a8fe8f42dea2c88050490e6396a5aaae324,7b58e24ea6822769be5655e46fe66c93cff9af10d56eb9da6ef1e00a82aa9210,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00012glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00012_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00012_gl_ax_t1.png,True,True,512,512,512,512,True,False,9038,262144,0.03447723388671875,0,255,16,32355eefbba178b5a956ad2ab924db27dda11039e158169ae003ad26f7bb756e,714b0f6f2bead70d13ce5a191e1cde45e496f359be8bca0de40f973dd3110f2c,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00013glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00013_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00013_gl_ax_t1.png,True,True,512,512,512,512,True,False,5538,262144,0.02112579345703125,0,255,16,957d9d48865d42714bfb1ffdf7e1e3667cfabf4687f42bc62331e3e3ef246df4,22f7241185ce35d9ad4a7f045a83ec8a364447dd554db2d5f369ae24d5d6ea33,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00014glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00014_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00014_gl_ax_t1.png,True,True,512,512,512,512,True,False,11564,262144,0.0441131591796875,0,255,16,945b62e6bde83c9487d13299a3efab643303204f074cb69a8f496a7cbff46bbe,34a16ddffe33947c0062be6d7e926550bed711bc8c19880b96f159fd346cbed6,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00015glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00015_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00015_gl_ax_t1.png,True,True,512,512,512,512,True,False,19399,262144,0.07400131225585938,0,255,16,14511cd5b963d3a3a667f449e938cadee3f00e4e7b53be1591f02297010bf42b,550995eedc122078f01537abfee0a0f2097767f84c6461ffd592b36f5a60bff2,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00016glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00016_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00016_gl_ax_t1.png,True,True,512,512,512,512,True,False,5797,262144,0.022113800048828125,0,255,14,8f92f446ee6b036c6ff6da910f89fd3815460e11fa2c5481c81521375a387fc2,77ca864d8d8c4e49989a721128b90396317ef0980756dcc55b173a8503ed0379,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00017glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00017_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00017_gl_ax_t1.png,True,True,512,512,512,512,True,False,6698,262144,0.02555084228515625,0,255,16,dc6c70e6a7e90756a4713d96dbef0df572abc011ee958aafb1703c265a7df16c,9665691587ba2366401e4108ded169d413ff1adf6038f56ca6918f7a13d56cc7,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00018glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00018_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00018_gl_ax_t1.png,True,True,512,512,512,512,True,False,862,262144,0.00328826904296875,0,255,15,4a85b14a7dab3bd793ac7b975fedf9cdaa51f77561673aa1699778cba44b70dc,af73944f72cdcef5512bf8debade093b5e932a3a94cd617c69d5212116d12a0e,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00019glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00019_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00019_gl_ax_t1.png,True,True,512,512,512,512,True,False,5625,262144,0.021457672119140625,0,255,13,48331ba7fe64a0b7325b9da0a391ffcedc5da399b8a7aff69f892bd4862fcb7e,44da518a67b83ca7fa822ec8631676e96db1c4de3279a86efeac57013fba9153,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00020glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00020_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00020_gl_ax_t1.png,True,True,512,512,512,512,True,False,5162,262144,0.01969146728515625,0,255,14,b6e2fb25f4b7058909e2c31d14e7841f584477409c5ed7f6e6f38a6b6cb8343a,8d61f7427522acb58d02538923a090a3f6fb84adb685f73364bcea1e508293ae,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00021glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00021_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00021_gl_ax_t1.png,True,True,512,512,512,512,True,False,1332,262144,0.0050811767578125,0,255,13,20f46ebad3677a5e46259cf20c68cfb795678db165ac28af110ba6e4edeec82b,9af21455020583cbc3ed5b93ae58becc54de0d96242d5e26de30465b4d9a9e61,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00022glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00022_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00022_gl_ax_t1.png,True,True,512,512,512,512,True,False,7013,262144,0.026752471923828125,0,255,15,f6808485e27d10ed374a1cdc4f66309cda055097e3bf7bede9a1666604f5b03d,2df8cc55196016cce7a41f851710ed986ade999e17967d69094b539b8651fb1e,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00023glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00023_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00023_gl_ax_t1.png,True,True,512,512,512,512,True,False,2015,262144,0.007686614990234375,0,255,13,29bcc1bb24dd430463715cda9efdd30a8f9b3c9bebee300d22c447ff34cc7220,8ae4cb64b31f4115ea2d7f5850613bb10086fa3070cece4553d28c2290fe63fa,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00024glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00024_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00024_gl_ax_t1.png,True,True,512,512,512,512,True,False,832,262144,0.003173828125,0,255,13,0423469c6b0d771688530aa2670050b206dacb0a567ed453eb0f5c5b581997e7,c03c01ac9bdee44f63573d66b0b008d9d323e10215805465c8382da522779e76,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00025glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00025_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00025_gl_ax_t1.png,True,True,512,512,512,512,True,False,1280,262144,0.0048828125,0,255,14,f63d90f5ee644776dd4c418aefd72f26b263c5dcfe1fbc92f291814ddd167aa9,24acc3b8bdfdcde09639242a3313970ebba2054f7175b1831c63ce284421bccc,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00026glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00026_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00026_gl_ax_t1.png,True,True,512,512,512,512,True,False,1769,262144,0.006748199462890625,0,255,15,7c7553a848fc1e05bcff0a0ba24f33a4375619bbabf79c083fafe0c2c6bc2f10,14f012754e9dd712ad42015a41a76c87ad1f7b01939b75107d1162910af311a3,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00027glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00027_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00027_gl_ax_t1.png,True,True,512,512,512,512,True,False,1399,262144,0.005336761474609375,0,255,16,dc7ad845c85b5645c3482077a16615cac98a858e878f59217baef886f063bca6,b573fb8d05472a6c6285aa7fc55270d895238c362a0b008b7c0b19f7fd3ab8a3,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00028glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00028_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00028_gl_ax_t1.png,True,True,512,512,512,512,True,False,4224,262144,0.01611328125,0,255,16,e585a8d89882af649da0f3f66f05163342e4290977c43e572c2fc988b6769969,a55042a0fa57428676b682dc77ea1c006eee09b5adf1f2d8cc82b0c32c4fb44d,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00029glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00029_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00029_gl_ax_t1.png,True,True,512,512,512,512,True,False,10174,262144,0.03881072998046875,0,255,14,8a35f58b66499a0568658e4473f61389ffde9fff55acabb273e3e6c09391b817,8c3e92bbd4353e7e945fae36ed537a9445adeef5b4cb73560478bfec5556e805,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00030glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00030_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00030_gl_ax_t1.png,True,True,512,512,512,512,True,False,9071,262144,0.034603118896484375,0,255,14,146c695c2c24d20753fd232b93018b5b43fffadcedb35deaf5c7392e260fa846,c6b928afc2aed1f97e36b4eeabc4f6669138f04fcee79544d64b408f44bb86fc,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00031glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00031_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00031_gl_ax_t1.png,True,True,512,512,512,512,True,False,2855,262144,0.010890960693359375,0,255,16,ed7a64d0dcda41a70825510279c8676c488c73923c741e0c15c34e7957b277e2,ec9873d524fd6887c14f54ec81015d9c7902332537be64d6d27041641d043d12,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00032glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00032_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00032_gl_ax_t1.png,True,True,512,512,512,512,True,False,579,262144,0.002208709716796875,0,255,14,fb624f892c3c2882668fb019f0b91897dc7c7b685f03767e3faed42d32a32b0c,6c7d3752b0b3a5f97a8a602671a9320328ed19ed571e27c6686936d11c3c369d,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00033glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00033_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00033_gl_ax_t1.png,True,True,512,512,512,512,True,False,6096,262144,0.02325439453125,0,255,15,2bef45e6cdda30b99a184cc4c70cab3af7f3bdcd76d41c7517f67e5515a7da3f,a048fee80497b9f7fc7f5f479b04ed2eb9da77869e3380b0bc20e306fc7da084,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00034glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00034_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00034_gl_ax_t1.png,True,True,512,512,512,512,True,False,5729,262144,0.021854400634765625,0,255,16,901ed39e067e4bcc3f209e7f8cc65212630f2c1da1f8df25e8104ea89f7c9dd2,2680ca71b3dc05cea201de10ff54fab7b869214c37f0e6ef396611ebbb606df6,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00035glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00035_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00035_gl_ax_t1.png,True,True,512,512,512,512,True,False,10665,262144,0.040683746337890625,0,255,14,ab9ece3b7c65e26636ab7cc52aa793cd1c61612eb78295a9e21948ed5811ec51,8343f23666e23b10c89408c7fb915f6abaeeef7e56c7a4a0628f54dd5fac3f4c,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00036glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00036_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00036_gl_ax_t1.png,True,True,512,512,512,512,True,False,6909,262144,0.026355743408203125,0,255,15,8dbee0b2f41557b58b1a5ff0d1ddf3a943532d9aa52d3da77696f92e2db784d6,8b143efcbe582668c5598b1dc5b84d9a889ba0416b61593f75cb97d663d809b5,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00037glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00037_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00037_gl_ax_t1.png,True,True,512,512,512,512,True,False,2997,262144,0.011432647705078125,0,255,14,729bb5e5a12a8ae5bc067ee85716eb7aa81d1a25d92ab33890b0a22f6a9b17d7,2362184933a8d1991070c914bd9397f707a62ad2d2a2fab4711fc9cf23b7212b,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00038glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00038_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00038_gl_ax_t1.png,True,True,512,512,512,512,True,False,3191,262144,0.012172698974609375,0,255,15,0aae6a419911e500d4a12257546a022b8aee1e4cf46bdf4acdfcb69e351c6837,c18051c4c0eb40e338677687087b15c0555952da6a937c2ab1e61342aeec2b1a,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00039glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00039_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00039_gl_ax_t1.png,True,True,512,512,512,512,True,False,2436,262144,0.0092926025390625,0,255,14,ab20f2d55b645d2e207356a7d60474142dde7002ce4497d1de09fcd8bef90e39,5910d4391e6d8308b8e8f0c673c52353aed464c6ef9fd36158b117b6329193f8,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00040glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00040_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00040_gl_ax_t1.png,True,True,512,512,512,512,True,False,4480,262144,0.01708984375,0,255,16,7e5ffb95e6785b3976ea590374de2be588c5578cc2ea2bfa7487eb34d75d9d19,d2f6d01c0057de7f63a85b5d8d4b971d0c6c6a04c1cc91eacc412a8ae39cf580,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00041glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00041_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00041_gl_ax_t1.png,True,True,512,512,512,512,True,False,1572,262144,0.0059967041015625,0,255,14,3306a930faabe607950226a55c6364e96562af7d407ae2d031cca687e91124c4,d0a9c772b64c7d10e4309645de323a47c91787a9933f31b75eae5195315eecbc,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00042glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00042_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00042_gl_ax_t1.png,True,True,512,512,512,512,True,False,14420,262144,0.0550079345703125,0,255,16,57d4e24d04f8e9adf5ffbb28a2dcdb782d4bc21eb0c138a491177db8996bb4bd,219990cef4d621d649361d1d0fb721ab75e25453828e654a4b6f2305371056c5,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00043glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00043_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00043_gl_ax_t1.png,True,True,512,512,512,512,True,False,2589,262144,0.009876251220703125,0,255,13,e31b77a60b2337c5c53ed8fe0866e52109e720384c5ee49ddbfe4a34cba76b49,3c76bb33bacf8933d62c91fb6ce8f6e7b3dee85f4047682ac2ab004b2500a906,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00044glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00044_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00044_gl_ax_t1.png,True,True,512,512,512,512,True,False,4112,262144,0.01568603515625,0,255,16,085cc0807e954c78d1307ac6a94396d3e24d1fe13ba7ec29134f698e9a0d7276,2204cb376d423b8f5d1e2a1526d454e99a34e6ea84225c767a12501135f44b7d,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00045glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00045_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00045_gl_ax_t1.png,True,True,512,512,512,512,True,False,5444,262144,0.0207672119140625,0,255,16,dff33b87978a17019edb823f78c4ace353032f310409d06b5300cb8242caf637,ce04649d2d951213cbec99ac3f757efeb49dd0b389a2f5d6edebfdcec9c80edd,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00046glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00046_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00046_gl_ax_t1.png,True,True,512,512,512,512,True,False,8773,262144,0.033466339111328125,0,255,16,3611cc4774544851300dfb359fbb0d0aefbefee3624e8b6000009bca854ae197,c256b1fdadb4fad5bd17a10688fa25bfffc8fd6bf3753cc561998b808cd26882,,axial,axial,axial,axial,brisc_filename_token,True
train,brisc2025train00047glaxt1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00047_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00047_gl_ax_t1.png,True,True,512,512,512,512,True,False,9273,262144,0.035373687744140625,0,255,16,0bc0be8871f372f283b693bcc3063a78edc8a1a8860ffbb65dea7f1c201ac22d,19665a01f6430a4d0ea5be97f1c208dfadbfa7fd0b9501fde9bf96b627e80f1a,,axial,axial,axial,axial,brisc_filename_token,True
