dataset_index,path,plane,true_idx,pred_idx,pred_class,correct,no_tumor_probability,tumor_probability,predicted_tumor_pixels,total_pixels,false_tumor_area_ratio,empty_prediction,false_tumor_detection,max_segmentation_probability,mean_segmentation_probability
597,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00598_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.999994158744812,5.812716608488699e-06,0,65536,0.0,True,False,0.024703869596123695,0.008022621273994446
598,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00599_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999948740005493,5.074251021142118e-06,0,65536,0.0,True,False,0.025565214455127716,0.008097358047962189
599,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00600_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999959468841553,4.0601012187835295e-06,0,65536,0.0,True,False,0.013020490296185017,0.007988104596734047
600,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00601_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999951124191284,4.842187081521843e-06,0,65536,0.0,True,False,0.016914913430809975,0.008545119315385818
601,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00602_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999949932098389,5.059202976553934e-06,0,65536,0.0,True,False,0.017442485317587852,0.007802485954016447
602,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00603_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999960660934448,3.967490556533448e-06,0,65536,0.0,True,False,0.015130727551877499,0.00832892395555973
603,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00604_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999892711639404,1.0722100341808982e-05,0,65536,0.0,True,False,0.01805533468723297,0.007601190358400345
604,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00605_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999960660934448,3.907205154973781e-06,0,65536,0.0,True,False,0.013636835850775242,0.00846787914633751
605,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00606_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999858140945435,1.424884521838976e-05,0,65536,0.0,True,False,0.013636835850775242,0.006986877880990505
606,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00607_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999953508377075,4.657245426642476e-06,0,65536,0.0,True,False,0.012771867215633392,0.008222895674407482
607,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00608_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999969005584717,3.0952098768466385e-06,0,65536,0.0,True,False,0.16844618320465088,0.008075274527072906
608,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00609_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999951124191284,4.893160621577408e-06,0,65536,0.0,True,False,0.012821214273571968,0.008069660514593124
609,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00610_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999960660934448,3.891575943271164e-06,0,65536,0.0,True,False,0.013689476065337658,0.008679804392158985
610,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00611_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999943971633911,5.6958169807330705e-06,0,65536,0.0,True,False,0.014281935058534145,0.008335882797837257
611,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00612_no_ax_t1.jpg,axial,3,3,no_tumor,True,0.9999951124191284,4.831912519875914e-06,0,65536,0.0,True,False,0.011777842417359352,0.00783191155642271
612,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00613_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999947547912598,5.231069735600613e-06,0,65536,0.0,True,False,0.019870713353157043,0.007193434983491898
613,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00614_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999932050704956,6.901716460561147e-06,0,65536,0.0,True,False,0.011687257327139378,0.007005250081419945
614,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00615_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999961853027344,3.826155079877935e-06,0,65536,0.0,True,False,0.018124720081686974,0.007253607269376516
615,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00616_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999927282333374,7.176103281381074e-06,0,65536,0.0,True,False,0.01384861022233963,0.007136194966733456
616,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00617_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999961853027344,3.7805330066476017e-06,0,65536,0.0,True,False,0.021532878279685974,0.007333347108215094
617,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00618_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999958276748657,4.209287908452097e-06,0,65536,0.0,True,False,0.018124720081686974,0.007229147478938103
618,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00619_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999966621398926,3.29810859511781e-06,0,65536,0.0,True,False,0.014447852037847042,0.007440624758601189
619,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00620_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999966621398926,3.309395879114163e-06,0,65536,0.0,True,False,0.01384861022233963,0.007634035311639309
620,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00621_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999967813491821,3.205968823749572e-06,0,65536,0.0,True,False,0.01678548939526081,0.0075758714228868484
621,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00622_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999964237213135,3.527900389599381e-06,0,65536,0.0,True,False,0.012336100451648235,0.007401840761303902
622,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00623_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999970197677612,2.9843383799743606e-06,0,65536,0.0,True,False,0.027585282921791077,0.007619479671120644
623,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00624_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999969005584717,3.0868159228703007e-06,0,65536,0.0,True,False,0.04054073989391327,0.008097870275378227
624,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00625_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999971389770508,2.7769001462729648e-06,0,65536,0.0,True,False,0.015483989380300045,0.007986308075487614
625,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00626_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999971389770508,2.9524899218813516e-06,0,65536,0.0,True,False,0.021532878279685974,0.007976435124874115
626,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00627_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999967813491821,3.162547272950178e-06,0,65536,0.0,True,False,0.01609087362885475,0.007644387893378735
627,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00628_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999971389770508,2.8822219064750243e-06,0,65536,0.0,True,False,0.02931223064661026,0.008274015039205551
628,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00629_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999970197677612,2.9729519610555144e-06,0,65536,0.0,True,False,0.014615669846534729,0.008084462955594063
629,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00630_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999967813491821,3.2135408218891826e-06,0,65536,0.0,True,False,0.022201230749487877,0.00784736406058073
630,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00631_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999970197677612,2.9554948923760094e-06,0,65536,0.0,True,False,0.018761085346341133,0.007958265952765942
631,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00632_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999970197677612,3.0069468266447075e-06,0,65536,0.0,True,False,0.026056302711367607,0.008021395653486252
632,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00633_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999970197677612,3.0497562875098083e-06,0,65536,0.0,True,False,0.019345102831721306,0.008119135163724422
633,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00634_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999967813491821,3.2075618037197273e-06,0,65536,0.0,True,False,0.014503579586744308,0.008430635556578636
634,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00635_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999966621398926,3.3723595151968766e-06,0,65536,0.0,True,False,0.01342825498431921,0.0075938026420772076
635,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00636_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999969005584717,3.0998050988273462e-06,0,65536,0.0,True,False,0.015365341678261757,0.008122268132865429
636,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00637_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999966621398926,3.3407100090698805e-06,0,65536,0.0,True,False,0.01750955730676651,0.008282207883894444
637,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00638_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999971389770508,2.8553654374263715e-06,0,65536,0.0,True,False,0.018194368109107018,0.008023690432310104
638,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00639_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999967813491821,3.3303754207736347e-06,0,65536,0.0,True,False,0.014672035351395607,0.007750668562948704
639,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00640_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.999996542930603,3.5225984902353957e-06,0,65536,0.0,True,False,0.012336100451648235,0.008497879840433598
640,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00641_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999966621398926,3.2791836019896436e-06,0,65536,0.0,True,False,0.012431650422513485,0.00789200235158205
641,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00642_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999969005584717,3.0726566819794243e-06,0,65536,0.0,True,False,0.015306354500353336,0.007802261039614677
642,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00643_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999969005584717,3.1191921152640134e-06,0,65536,0.0,True,False,0.01384861022233963,0.008227442391216755
643,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00644_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999969005584717,3.1014392334327567e-06,0,65536,0.0,True,False,0.016466174274683,0.008598022162914276
644,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00645_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999969005584717,3.1457038858206943e-06,0,65536,0.0,True,False,0.01897803694009781,0.008202657103538513
645,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00646_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999967813491821,3.2655939321557526e-06,0,65536,0.0,True,False,0.013121271505951881,0.007675699889659882
646,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00647_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999969005584717,3.1101399144972675e-06,0,65536,0.0,True,False,0.013480102643370628,0.008560631424188614
647,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00648_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999971389770508,2.8936756280018017e-06,0,65536,0.0,True,False,0.01634012721478939,0.00783141516149044
648,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00649_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999970197677612,2.989445874845842e-06,0,65536,0.0,True,False,0.018124720081686974,0.008151358924806118
649,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00650_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999966621398926,3.2849566196091473e-06,0,65536,0.0,True,False,0.012431650422513485,0.007493780925869942
650,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00651_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999972581863403,2.800037236738717e-06,0,65536,0.0,True,False,0.012479699216783047,0.008014041930437088
651,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00652_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999970197677612,3.034806468349416e-06,0,65536,0.0,True,False,0.013742320239543915,0.008219238370656967
652,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00653_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999970197677612,2.972321226479835e-06,0,65536,0.0,True,False,0.014227046631276608,0.008210426196455956
653,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00654_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999969005584717,3.083959200012032e-06,0,65536,0.0,True,False,0.013325147330760956,0.008050089702010155
654,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00655_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999967813491821,3.1418041999131674e-06,0,65536,0.0,True,False,0.015072628855705261,0.007526902481913567
655,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00656_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999929666519165,7.05354250385426e-06,0,65536,0.0,True,False,0.012920473702251911,0.007060001604259014
656,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00657_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999970197677612,2.9347081635933137e-06,0,65536,0.0,True,False,0.03321117162704468,0.007895318791270256
657,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00658_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999939203262329,6.124688297859393e-06,0,65536,0.0,True,False,0.019050899893045425,0.006870916113257408
658,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00659_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999953508377075,4.543533577816561e-06,0,65536,0.0,True,False,0.01833445206284523,0.0069092391058802605
659,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00660_no_co_t1.jpg,coronal,3,3,no_tumor,True,0.9999953508377075,4.543533577816561e-06,0,65536,0.0,True,False,0.01833445206284523,0.0069092391058802605
660,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00661_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.999996542930603,3.394969780856627e-06,0,65536,0.0,True,False,0.020177319645881653,0.0076767741702497005
661,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00662_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999966621398926,3.2899147299758624e-06,0,65536,0.0,True,False,0.03185885399580002,0.007860807701945305
662,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00663_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999963045120239,3.636244400695432e-06,0,65536,0.0,True,False,0.016466174274683,0.007424687966704369
