selection_id,dataset_index,path,mask_path,class_name,plane,true_idx,phase9_pred_idx,phase9_pred_class,phase9_correct,phase9_confidence,forward_pred_idx,forward_pred_matches_phase9,target_score,xai_dice,xai_iou,pointing_game,tumor_saliency_fraction,cam_area_ratio,degenerate_cam,cam_max,cam_mean,expert_tumor_area_ratio
11,806,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00807_pi_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00807_pi_ax_t1.png,pituitary,axial,2,2,pituitary,True,1.0,2,True,8.934446334838867,0.43775100401606426,0.2802056555269923,0.0,0.13334606508159194,0.035614013671875,False,1.0,0.059972237795591354,0.009979248046875
12,35,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00036_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00036_gl_ax_t1.png,glioma,axial,0,0,glioma,True,1.0,0,True,11.220244407653809,0.47802197802197804,0.3140794223826715,1.0,0.20730142043531458,0.025360107421875,False,1.0,0.031510140746831894,0.007965087890625
13,199,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00200_gl_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00200_gl_sa_t1.png,glioma,sagittal,0,0,glioma,True,1.0,0,True,12.362101554870605,0.66796875,0.501466275659824,1.0,0.41308012925445864,0.0140838623046875,False,1.0,0.023189667612314224,0.0171661376953125
14,66,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00067_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00067_gl_ax_t1.png,glioma,axial,0,0,glioma,True,1.0,0,True,11.942270278930664,0.0717869548436897,0.03722978382706165,0.0,0.020825754704516065,0.038116455078125,False,1.0,0.0462506040930748,0.0014190673828125
15,87,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00088_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00088_gl_co_t1.png,glioma,coronal,0,0,glioma,True,1.0,0,True,12.4811372756958,0.3380735175744567,0.20342266709719084,1.0,0.2674397190271605,0.0314178466796875,False,1.0,0.0394083708524704,0.02545166015625
16,365,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00366_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00366_me_ax_t1.png,meningioma,axial,1,1,meningioma,True,1.0,1,True,10.089062690734863,0.7905337361530715,0.6536219816819318,1.0,0.45611602136539653,0.0519561767578125,False,1.0,0.062325380742549896,0.0389556884765625
17,741,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00742_pi_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00742_pi_ax_t1.png,pituitary,axial,2,2,pituitary,True,1.0,2,True,9.564215660095215,0.24715117751329452,0.14099971106616585,0.0,0.08404653082996198,0.0528106689453125,False,1.0,0.08082745224237442,0.0074462890625
18,473,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00474_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00474_me_co_t1.png,meningioma,coronal,1,1,meningioma,True,1.0,1,True,10.923457145690918,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.02716064453125
19,257,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00258_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00258_me_ax_t1.png,meningioma,axial,1,1,meningioma,True,1.0,1,True,11.028159141540527,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0423431396484375
20,879,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00880_pi_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00880_pi_co_t1.png,pituitary,coronal,2,2,pituitary,True,1.0,2,True,9.433490753173828,0.45753899480069327,0.2966292134831461,1.0,0.14819806998839097,0.027130126953125,False,1.0,0.04446174204349518,0.008087158203125
21,128,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00129_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00129_gl_co_t1.png,glioma,coronal,0,0,glioma,True,1.0,0,True,12.134923934936523,0.0,0.0,0.0,0.0791221857667756,0.025787353515625,False,1.0,0.03682903200387955,0.0118255615234375
22,843,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00844_pi_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00844_pi_co_t1.png,pituitary,coronal,2,2,pituitary,True,1.0,2,True,10.120882034301758,0.2766313441160067,0.16051779935275082,0.0,0.09833121035979042,0.017333984375,False,1.0,0.04533245414495468,0.0100250244140625
23,155,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00156_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00156_gl_co_t1.png,glioma,coronal,0,0,glioma,True,1.0,0,True,11.080144882202148,0.5592350746268657,0.3881515053415345,1.0,0.3472612746122704,0.0346832275390625,False,1.0,0.05019616335630417,0.0307464599609375
24,913,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00914_pi_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00914_pi_co_t1.png,pituitary,coronal,2,2,pituitary,True,1.0,2,True,10.187590599060059,0.0,0.0,0.0,0.011544158963605267,0.018585205078125,False,1.0,0.04293151572346687,0.014495849609375
25,889,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00890_pi_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00890_pi_co_t1.png,pituitary,coronal,2,2,pituitary,True,1.0,2,True,9.398303031921387,0.029465260094579847,0.01495292597378623,0.0,0.012635410350326937,0.0802764892578125,False,1.0,0.1258816123008728,0.0036163330078125
26,968,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00969_pi_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00969_pi_sa_t1.png,pituitary,sagittal,2,2,pituitary,True,1.0,2,True,10.042512893676758,0.5516255805644873,0.38085841144548593,1.0,0.1705766203011727,0.0305023193359375,False,1.0,0.053169116377830505,0.01220703125
27,773,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00774_pi_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00774_pi_ax_t1.png,pituitary,axial,2,2,pituitary,True,1.0,2,True,9.122835159301758,0.23899721448467967,0.13571654539702627,0.0,0.08044974507643442,0.0482330322265625,False,1.0,0.06992247700691223,0.0065460205078125
28,952,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00953_pi_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00953_pi_sa_t1.png,pituitary,sagittal,2,2,pituitary,True,1.0,2,True,10.296724319458008,0.5323805270209915,0.36275106512477173,0.0,0.17683031092812498,0.024993896484375,False,1.0,0.039944108575582504,0.0091705322265625
29,231,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00232_gl_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00232_gl_sa_t1.png,glioma,sagittal,0,0,glioma,True,1.0,0,True,11.24754524230957,0.49547920433996384,0.3293269230769231,1.0,0.19417741002101,0.0248870849609375,False,1.0,0.03404645249247551,0.0088653564453125
30,131,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00132_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00132_gl_co_t1.png,glioma,coronal,0,0,glioma,True,1.0,0,True,12.398202896118164,0.5454545454545454,0.375,1.0,0.2401271923537875,0.0155487060546875,False,1.0,0.028217678889632225,0.0119781494140625
31,161,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00162_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00162_gl_co_t1.png,glioma,coronal,0,0,glioma,True,1.0,0,True,12.207377433776855,0.31601888848528875,0.18766177739430542,1.0,0.19340947620111035,0.02545166015625,False,1.0,0.03926306590437889,0.0165557861328125
32,54,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00055_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00055_gl_ax_t1.png,glioma,axial,0,0,glioma,True,1.0,0,True,11.404674530029297,0.0,0.0,0.0,0.031680399920513955,0.039581298828125,False,1.0,0.047295670956373215,0.030487060546875
33,373,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00374_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00374_me_ax_t1.png,meningioma,axial,1,1,meningioma,True,1.0,1,True,9.698746681213379,0.727854855923159,0.5721476510067114,1.0,0.43029226038261825,0.0124969482421875,False,1.0,0.02183825708925724,0.0160980224609375
34,47,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00048_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00048_gl_ax_t1.png,glioma,axial,0,0,glioma,True,1.0,0,True,11.771591186523438,0.44976076555023925,0.29012345679012347,0.0,0.2997071455973603,0.01220703125,False,1.0,0.020593050867319107,0.0133056640625
35,226,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00227_gl_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00227_gl_sa_t1.png,glioma,sagittal,0,0,glioma,True,1.0,0,True,10.896068572998047,0.37125129265770423,0.22793650793650794,1.0,0.12267204965779871,0.0240325927734375,False,1.0,0.036828815937042236,0.0054779052734375
36,928,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00929_pi_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00929_pi_sa_t1.png,pituitary,sagittal,2,2,pituitary,True,1.0,2,True,8.714043617248535,0.25226312613156304,0.14433701657458564,0.0,0.04783871108073221,0.022064208984375,False,1.0,0.04496382549405098,0.0032196044921875
37,376,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00377_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00377_me_ax_t1.png,meningioma,axial,1,1,meningioma,True,1.0,1,True,8.982813835144043,0.7256497768443161,0.569427276473012,1.0,0.41275033149519197,0.074066162109375,False,1.0,0.08326639235019684,0.04217529296875
38,86,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00087_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00087_gl_co_t1.png,glioma,coronal,0,0,glioma,True,1.0,0,True,11.323454856872559,0.2903654485049834,0.1698406529343179,0.0,0.16375781659757874,0.030059814453125,False,1.0,0.04339110851287842,0.015869140625
39,12,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00013_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00013_gl_ax_t1.png,glioma,axial,0,0,glioma,True,1.0,0,True,12.416393280029297,0.0009103322712790169,0.0004553734061930783,0.0,0.1142944580133651,0.0159149169921875,False,1.0,0.02876296639442444,0.017608642578125
40,85,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00086_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00086_gl_co_t1.png,glioma,coronal,0,0,glioma,True,1.0,0,True,11.887822151184082,0.1805183199285076,0.09921414538310412,0.0,0.12450578725560577,0.037200927734375,False,1.0,0.04529602825641632,0.0140228271484375
41,931,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00932_pi_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00932_pi_sa_t1.png,pituitary,sagittal,2,2,pituitary,True,1.0,2,True,9.920732498168945,0.29530978575564565,0.17323369565217392,0.0,0.08735503149630243,0.04486083984375,False,1.0,0.06802068650722504,0.007843017578125
42,491,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00492_me_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00492_me_sa_t1.png,meningioma,sagittal,1,1,meningioma,True,1.0,1,True,11.255232810974121,0.7687285784233719,0.6243372216330859,1.0,0.6198103989170705,0.0435791015625,False,1.0,0.050454773008823395,0.0499114990234375
43,517,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00518_me_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00518_me_sa_t1.png,meningioma,sagittal,1,1,meningioma,True,1.0,1,True,10.082365989685059,0.8030973451327433,0.6709796672828097,1.0,0.5016161644871959,0.05084228515625,False,1.0,0.0631069540977478,0.04571533203125
44,33,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00034_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00034_gl_ax_t1.png,glioma,axial,0,0,glioma,True,1.0,0,True,12.378787994384766,0.28551385478779373,0.1665302782324059,0.0,0.1521331931025026,0.0298919677734375,False,1.0,0.03918089717626572,0.01361083984375
45,40,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00041_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00041_gl_ax_t1.png,glioma,axial,0,0,glioma,True,1.0,0,True,11.037993431091309,0.36003303055326175,0.21953675730110775,1.0,0.47606039057767263,0.0103759765625,False,1.0,0.016124967485666275,0.026580810546875
46,454,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00455_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00455_me_co_t1.png,meningioma,coronal,1,1,meningioma,True,1.0,1,True,7.9996562004089355,0.3045414069456812,0.1796218487394958,0.0,0.17390139304028743,0.0374908447265625,False,1.0,0.045924436300992966,0.013916015625
47,939,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00940_pi_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00940_pi_sa_t1.png,pituitary,sagittal,2,2,pituitary,True,1.0,2,True,9.353814125061035,0.33674339300937767,0.20246027678113787,1.0,0.08790943621507846,0.029754638671875,False,1.0,0.051123227924108505,0.00604248046875
48,964,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00965_pi_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00965_pi_sa_t1.png,pituitary,sagittal,2,2,pituitary,True,1.0,2,True,9.775200843811035,0.4143692564745196,0.2613277133825079,1.0,0.1036081399107517,0.0288543701171875,False,1.0,0.056044042110443115,0.0076751708984375
49,432,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00433_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00433_me_co_t1.png,meningioma,coronal,1,2,pituitary,False,0.85,2,True,4.784231662750244,0.0,0.0,0.0,0.02040386759504887,0.02545166015625,False,1.0,0.04519352316856384,0.006256103515625
50,822,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00823_pi_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00823_pi_ax_t1.png,pituitary,axial,2,2,pituitary,True,1.0,2,True,9.191181182861328,0.22638603696098564,0.1276410998552822,0.0,0.07974375098825233,0.0527191162109375,False,1.0,0.07716551423072815,0.0067291259765625
51,533,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00534_me_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00534_me_sa_t1.png,meningioma,sagittal,1,1,meningioma,True,1.0,1,True,11.039385795593262,0.0,0.0,0.0,0.0,0.01275634765625,False,1.0,0.0158730149269104,0.021270751953125
52,771,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00772_pi_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00772_pi_ax_t1.png,pituitary,axial,2,2,pituitary,True,1.0,2,True,10.3212308883667,0.47985235312211627,0.31566167543504653,1.0,0.1334581985722683,0.0377044677734375,False,1.0,0.07381661236286163,0.01190185546875
53,404,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00405_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00405_me_co_t1.png,meningioma,coronal,1,1,meningioma,True,1.0,1,True,10.148880004882812,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.015899658203125
54,78,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00079_gl_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00079_gl_ax_t1.png,glioma,axial,0,0,glioma,True,1.0,0,True,12.332368850708008,0.47724259832081306,0.3134068485200232,1.0,0.34803516565159504,0.01580810546875,False,1.0,0.02645302750170231,0.0187225341796875
55,825,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00826_pi_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00826_pi_co_t1.png,pituitary,coronal,2,1,meningioma,False,0.9907,1,True,5.397679328918457,0.40660736975857686,0.2551834130781499,1.0,0.24123393110907032,0.012969970703125,False,1.0,0.02176770195364952,0.01104736328125
56,441,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00442_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00442_me_co_t1.png,meningioma,coronal,1,1,meningioma,True,1.0,1,True,10.099766731262207,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.023193359375
57,96,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00097_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00097_gl_co_t1.png,glioma,coronal,0,0,glioma,True,1.0,0,True,10.541732788085938,0.6913031397610447,0.5282377919320594,1.0,0.7073241940897038,0.0387725830078125,False,1.0,0.051897525787353516,0.0710601806640625
58,234,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00235_gl_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00235_gl_sa_t1.png,glioma,sagittal,0,0,glioma,True,1.0,0,True,9.456855773925781,0.02132849080453631,0.010779197408673745,0.0,0.007922589670718554,0.8468475341796875,False,1.0,0.66766756772995,0.010223388671875
59,205,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00206_gl_sa_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00206_gl_sa_t1.png,glioma,sagittal,0,0,glioma,True,1.0,0,True,11.791816711425781,0.47233923055321536,0.30919117647058825,0.0,0.4367336600052023,0.0206451416015625,False,1.0,0.03200468048453331,0.03369140625
60,287,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00288_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00288_me_ax_t1.png,meningioma,axial,1,1,meningioma,True,1.0,1,True,10.9053373336792,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.033905029296875
61,824,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00825_pi_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00825_pi_co_t1.png,pituitary,coronal,2,2,pituitary,True,1.0,2,True,10.550347328186035,0.24435223605348086,0.13918067226890757,0.0,0.19229615345244544,0.01763916015625,False,1.0,0.025755776092410088,0.0154571533203125
